DOM,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,onFloor,totalFloor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,district_name,Lng_transed,Lat_transed,year,month
109,398,48775,81.6,2,1,1,1,3,19,3,2013,3,6,0.25,0,Fengtai,116.2229152,39.87495181,2017,9
13,460,37049,124.16,3,2,1,2,1,6,4,2007,3,2,0.5,0,Changping,116.3608636,40.08750006,2017,6
78,282,73977,38.12,1,0,1,1,2,16,1,2005,4,6,0.182,1,Chaoyang,116.5037332,39.91566041,2017,8
97,780,104279,74.8,2,1,1,1,2,5,4,1960,3,2,0.333,0,Xicheng,116.3439655,39.90971891,2017,9
13,412,69666,59.14,2,1,1,1,3,18,1,1993,1,6,0.25,1,Fengtai,116.3512449,39.86330839,2017,6
31,273,57078,47.83,1,1,1,1,4,4,4,1983,3,2,0.333,0,Changping,116.3109598,40.07751528,2017,7
106,337,44279,76.11,2,1,1,1,4,6,1,1983,4,2,0.333,0,Shunyi,116.6468968,40.12149797,2017,9
100,619,57278,108.07,2,1,1,1,2,16,4,2004,4,6,0.333,1,Chaoyang,116.4989934,39.97441193,2017,9
54,458,51893,88.26,2,2,1,1,2,7,4,2003,4,6,0.5,0,Changping,116.3293232,40.08242177,2017,7
202,366.5,41422,88.48,3,1,1,1,2,17,4,2012,4,6,0.5,1,Fangshan,116.1797896,39.77149489,2017,12
167,660,60099,109.82,3,1,1,2,2,8,4,2009,4,6,0.5,1,Haidian,116.2075965,40.03672722,2017,11
15,304.5,53096,57.35,1,1,1,1,3,22,3,2010,3,6,0.333,1,Fengtai,116.2483215,39.86597686,2017,6
88,475,75794,62.67,2,1,1,1,2,20,1,1994,3,6,0.2,1,Chaoyang,116.4077931,39.99535735,2017,9
21,368,37613,97.84,2,2,1,1,2,7,4,1996,3,2,0.5,0,Changping,116.4227127,40.10189194,2017,6
17,305,48996,62.25,2,1,1,1,4,6,4,1996,4,2,0.333,0,Fengtai,116.3761658,39.83937974,2017,6
67,252,37816,66.64,2,1,1,1,4,6,4,1994,3,2,0.5,0,Chaoyang,116.5935456,40.04731102,2017,8
3,1118,81180,137.72,3,2,1,2,3,12,3,2006,4,6,0.5,1,Chaoyang,116.5078045,39.92887777,2017,6
197,369,41179,89.61,2,1,1,1,3,6,4,2002,1,2,0.5,0,Fengtai,116.332448,39.82681782,2017,12
36,480,75177,63.85,1,1,1,1,2,17,1,2006,4,6,0.25,1,Chaoyang,116.4802785,39.9596777,2017,7
12,895,81106,110.35,3,2,1,1,3,12,3,2005,4,6,0.5,1,Chaoyang,116.5078045,39.92887777,2017,6
102,258,47584,54.22,2,1,1,1,4,6,4,1992,3,2,0.333,0,Fengtai,116.2742197,39.83907623,2017,9
106,680,69318,98.1,2,1,1,1,2,13,4,2004,4,6,0.5,1,Haidian,116.3451412,40.02926005,2017,9
42,2045,139830,146.25,3,1,1,2,2,11,4,2011,4,6,0.5,1,Xicheng,116.3721352,39.89011083,2017,7
34,448,40000,112,3,2,1,1,2,20,4,2015,4,6,0.333,0,Tongzhou,116.5820642,39.7704872,2017,7
68,243.8,48858,49.9,1,0,1,1,3,18,1,2004,3,6,0.125,1,Fengtai,116.3892202,39.85360012,2017,8
63,243,48148,50.47,1,0,1,1,3,18,1,2004,3,6,0.125,1,Fengtai,116.3892202,39.85360012,2017,8
116,379,58228,65.09,1,1,1,1,3,27,3,2009,3,6,0.4,1,Haidian,116.341396,40.02814905,2017,10
64,375,42508,88.22,3,1,1,1,2,14,3,2010,3,6,0.25,0,Chaoyang,116.5864579,39.90088784,2017,8
49,423,44574,94.9,2,1,1,1,2,6,4,2000,4,2,0.25,0,Changping,116.3162286,40.08497671,2017,7
10,550,62472,88.04,2,1,1,1,2,8,3,2010,3,6,0.5,1,Haidian,116.2075965,40.03672722,2017,6
112,590,42689,138.21,4,2,1,2,2,11,4,2012,4,6,0.5,1,Shunyi,116.653576,40.17944924,2017,9
67,1036,74910,138.3,3,1,1,2,2,20,3,2008,4,6,0.667,1,Chaoyang,116.4983252,39.91957496,2017,8
75,508,40540,125.31,3,1,1,2,3,6,4,2006,4,2,0.5,0,Changping,116.3539461,40.08440071,2017,8
2,180,15222,118.25,3,1,1,1,2,6,4,2000,1,2,0.25,0,Changping,116.3162286,40.08497671,2017,6
122,472,38412,122.88,3,1,1,2,3,16,3,2012,3,6,0.222,1,Fengtai,116.4206618,39.8030028,2017,10
70,569,80778,70.44,2,1,1,1,1,7,4,1997,3,2,0.5,0,Chaoyang,116.4412628,39.89662976,2017,8
60,530,42191,125.62,3,1,1,1,3,20,1,2001,1,6,0.286,1,Shijingshan,116.1825711,39.92502936,2017,8
143,324,52513,61.7,1,1,1,1,4,6,4,2006,3,6,0.5,0,Chaoyang,116.6004522,39.89803366,2017,10
65,638,111695,57.12,2,1,1,1,2,6,4,1993,3,4,0.333,0,Dongcheng,116.4215842,39.94538637,2017,8
74,427,67468,63.29,2,1,1,1,2,6,4,1995,3,2,0.5,0,Haidian,116.2839523,40.03220664,2017,8
122,295.5,41608,71.02,2,1,1,1,2,28,1,2009,3,6,0.25,1,Chaoyang,116.44473,39.86935414,2017,10
112,782,122055,64.07,1,1,1,1,4,7,4,2002,3,6,0.333,1,Haidian,116.3309112,39.98991376,2017,9
3,730,48580,150.27,3,2,1,2,1,22,3,2002,4,6,0.5,1,Changping,116.315334,40.07156225,2017,6
59,920,46042,199.82,4,2,1,1,4,6,4,2008,1,6,0.5,1,Chaoyang,116.5940485,39.8991521,2017,8
25,2200,86604,254.03,6,2,1,4,3,7,4,2006,4,6,0.5,1,Chaoyang,116.517306,39.94252985,2017,7
95,303,64744,46.8,1,0,1,1,3,18,3,2003,3,6,0.222,1,Chaoyang,116.4357251,39.97180618,2017,9
82,485,84246,57.57,2,1,1,1,2,6,4,1987,3,2,0.5,0,Xicheng,116.3391329,39.88050997,2017,8
8,415,45065,92.09,2,1,1,1,1,6,4,2008,4,6,0.5,1,Shunyi,116.661473,40.20264005,2017,6
58,486,64974,74.8,1,0,0,0,4,23,1,2009,4,6,0.333,1,Dongcheng,116.4403028,39.89130046,2017,8
21,468,68925,67.9,3,1,1,1,0,6,4,1995,4,2,0.333,0,Haidian,116.3314411,40.03233372,2017,6
21,278,127465,21.81,1,0,1,1,2,20,1,2004,3,6,0.103,1,Xicheng,116.3304697,39.89354388,2017,6
10,352,48687,72.3,2,1,1,1,3,6,4,2004,4,2,0.5,0,Chaoyang,116.5030744,40.02208837,2017,6
34,291,50182,57.99,2,1,1,1,3,7,4,1995,3,2,0.5,0,Changping,116.3099463,40.07552039,2017,7
87,628,50818,123.58,3,2,1,2,3,34,4,2013,4,6,0.5,1,Daxing,116.3256466,39.75333878,2017,9
80,265,34555,76.69,2,1,1,1,1,6,4,1996,3,2,0.5,0,Daxing,116.3417654,39.73127523,2017,8
77,260,33903,76.69,2,1,1,1,1,6,4,1996,3,2,0.5,0,Daxing,116.3417654,39.73127523,2017,8
46,358,48695,73.52,2,1,1,1,2,28,4,2015,4,6,0.25,0,Fengtai,116.2229152,39.87495181,2017,7
130,311,51346,60.57,2,1,1,1,4,6,4,1994,4,2,0.5,0,Chaoyang,116.4758969,39.86833035,2017,10
24,511,78737,64.9,2,1,1,1,3,6,4,1985,3,2,0.333,0,Haidian,116.3371687,39.98576228,2017,7
47,276,40345,68.41,1,1,1,1,4,15,4,2007,3,6,0.5,1,Fangshan,116.1419859,39.71887577,2017,7
46,335,47078,71.16,3,1,1,1,2,27,4,2014,4,6,0.5,1,Daxing,116.3156513,39.66709897,2017,7
53,3015,91135,330.83,4,3,1,4,0,6,4,2011,4,6,0.5,1,Haidian,116.2632911,40.03864619,2017,7
32,1580,114968,137.43,3,1,1,2,2,28,3,2011,4,6,0.5,1,Xicheng,116.3273092,39.89264813,2017,7
51,533,62311,85.54,2,2,1,1,3,6,4,2000,4,2,0.5,0,Chaoyang,116.5182653,39.91393677,2017,7
196,685,59175,115.76,3,2,1,2,1,24,1,2002,4,6,0.333,1,Chaoyang,116.4423871,39.97196176,2017,12
46,249,42865,58.09,1,1,1,1,0,29,4,2014,4,6,0.5,1,Daxing,116.3154616,39.66962877,2017,7
32,363,47745,76.03,2,1,1,1,1,7,4,1997,4,2,0.5,0,Tongzhou,116.6651075,39.88358415,2017,7
142,560,55380,101.12,2,1,1,1,1,24,1,2002,3,6,0.375,1,Fengtai,116.3903517,39.8520389,2017,10
76,353,58146,60.71,2,1,1,1,2,6,4,1995,4,2,0.5,0,Shijingshan,116.2411862,39.91470725,2017,8
86,258,43692,59.05,2,1,1,1,4,5,4,1981,3,2,0.333,0,Shunyi,116.6468968,40.12149797,2017,9
204,418,76445,54.68,1,1,1,1,3,22,1,2003,4,6,0.25,1,Haidian,116.3429126,40.01213189,2017,12
78,505,89492,56.43,1,1,1,1,4,6,4,2004,4,2,0.333,0,Haidian,116.2593018,40.05056997,2017,8
129,460,50411,91.25,3,2,1,1,1,17,4,2013,4,6,0.5,1,Changping,116.2619851,40.1163612,2017,10
52,495,55098,89.84,2,1,1,1,2,21,1,2006,4,6,0.25,1,Fengtai,116.3024618,39.83517215,2017,7
12,900.7,101203,89,2,1,1,1,2,28,3,2010,3,6,0.5,1,Chaoyang,116.4634845,39.89084564,2017,6
81,320,68158,46.95,2,1,1,2,2,16,3,2012,4,6,0.154,1,Daxing,116.3042166,39.76096319,2017,8
3,260,41929,62.01,1,1,1,1,2,22,4,2010,3,6,0.667,1,Chaoyang,116.5730213,39.90520679,2017,6
88,500,56981,87.75,2,1,1,1,3,21,1,2002,3,6,0.273,1,Chaoyang,116.4607347,39.86971188,2017,9
131,251,39634,63.33,2,1,1,1,1,6,4,1990,4,2,0.333,0,Changping,116.2368895,40.22621927,2017,10
28,334.5,55062,60.75,2,1,1,1,2,6,4,1987,3,2,0.5,0,Shijingshan,116.1973904,39.9127143,2017,7
19,740,93671,79,2,1,1,1,4,24,1,2004,1,6,0.25,1,Xicheng,116.3567981,39.88211221,2017,6
151,498,76935,64.73,2,1,1,1,0,7,4,1998,3,2,0.333,0,Haidian,116.2716373,39.92857015,2017,11
67,300,60411,49.66,1,1,1,1,1,25,1,1995,1,6,0.25,1,Fengtai,116.4287462,39.86477048,2017,8
50,246,41795,58.86,2,1,1,1,3,6,4,1991,3,2,0.25,0,Chaoyang,116.5926832,40.04432322,2017,7
89,750,60000,125,3,1,1,2,1,20,3,1997,1,6,0.25,1,Chaoyang,116.464988,39.99513238,2017,9
52,295,46217,63.83,2,1,1,1,4,6,4,2003,4,2,0.5,0,Tongzhou,116.665628,39.92637641,2017,7
5,723,123169,58.7,2,1,1,1,2,6,4,1993,1,2,0.5,0,Haidian,116.3078223,40.03181781,2017,6
192,458,36597,125.15,3,1,1,2,2,15,4,2015,2,6,0.5,1,Changping,116.238313,40.15253664,2017,12
21,885,113317,78.1,2,1,1,1,2,18,1,1991,4,6,0.2,1,Xicheng,116.3413567,39.90985398,2017,6
23,835,47541,175.64,4,2,1,2,0,28,4,2012,4,6,0.5,1,Chaoyang,116.4585848,40.0053158,2017,7
17,650,51226,126.89,3,2,1,2,1,12,4,2002,4,6,0.5,1,Tongzhou,116.6351232,39.88883544,2017,6
16,395,73832,53.5,1,1,1,1,2,6,4,1998,1,2,0.333,0,Haidian,116.2919894,39.88796598,2017,6
93,506,100597,50.3,1,1,1,1,2,7,4,2005,4,6,0.25,0,Xicheng,116.3636346,39.94364856,2017,9
18,850,78147,108.77,2,1,1,1,2,25,3,2006,3,6,0.5,1,Chaoyang,116.4766099,39.99929261,2017,6
22,670,109299,61.3,2,1,1,1,1,6,4,1982,3,2,0.5,0,Xicheng,116.347367,39.90825749,2017,6
179,970,101401,95.66,3,1,1,1,2,11,3,1990,3,2,0.083,1,Dongcheng,116.4064472,39.91751406,2017,12
17,550,87164,63.1,2,1,1,1,4,18,1,1996,4,6,0.333,1,Haidian,116.3395095,40.05541506,2017,6
79,840,93438,89.9,3,1,1,1,2,16,3,1986,3,6,0.25,1,Haidian,116.2955999,39.97927542,2017,8
144,380,60004,63.33,2,1,1,2,4,8,4,2012,4,6,0.5,1,Fangshan,116.1780308,39.76150003,2017,10
48,809,97553,82.93,2,2,1,1,2,6,4,2000,3,6,0.5,0,Xicheng,116.3591302,39.86967447,2017,7
72,870,68999,126.09,2,1,1,1,2,27,4,2015,3,6,0.5,1,Chaoyang,116.4010647,40.03262889,2017,8
93,706,63541,111.11,3,1,1,1,2,18,1,2000,4,6,0.167,1,Xicheng,116.3276995,39.879968,2017,9
99,421,83038,50.7,1,1,1,1,1,16,3,1990,4,6,0.143,0,Haidian,116.3658871,39.96702417,2017,9
160,580,60676,95.59,2,1,1,1,1,11,4,2004,4,6,0.25,1,Chaoyang,116.4064857,40.03296688,2017,11
57,435,45304,96.02,4,1,1,2,3,30,4,2014,4,6,0.5,1,Daxing,116.3154616,39.66962877,2017,8
49,532,91994,57.83,2,1,1,1,2,6,4,1989,3,2,0.333,0,Xicheng,116.3649764,39.87783565,2017,7
37,1500,109810,136.6,2,1,1,1,1,18,1,1989,3,6,0.25,1,Xicheng,116.3622224,39.90219228,2017,7
87,326,36303,89.8,3,1,1,1,2,6,4,1994,4,2,0.25,0,Daxing,116.3213184,39.75038458,2017,9
42,281,70764,39.71,1,1,1,1,3,6,4,1989,3,2,0.333,0,Fengtai,116.3122249,39.88429316,2017,7
113,245,34678,70.65,2,1,1,1,2,6,4,1995,3,2,0.5,0,Daxing,116.3417765,39.72613531,2017,9
31,1150,82633,139.17,2,2,1,2,2,6,4,1996,3,2,0.5,0,Dongcheng,116.4225219,39.8977683,2017,7
45,658,115439,57,2,1,1,1,4,6,4,1983,3,2,0.333,0,Xicheng,116.3865262,39.94277164,2017,7
59,466,49958,93.28,3,1,1,1,2,28,4,2015,4,6,0.5,1,Daxing,116.317284,39.68704594,2017,8
82,1090,102185,106.67,3,2,1,2,0,5,4,1988,3,2,0.5,0,Dongcheng,116.4013628,39.91562349,2017,8
138,425,26485,160.47,5,2,1,2,3,7,4,2003,3,2,0.5,0,Changping,116.4165623,40.10358532,2017,10
11,467,52419,89.09,2,1,1,1,3,22,3,2011,4,6,0.5,1,Chaoyang,116.5997687,39.92731689,2017,6
177,505,80995,62.35,2,1,1,1,1,7,4,1994,3,2,0.5,0,Chaoyang,116.4401858,39.90403538,2017,12
153,495,82226,60.2,1,1,1,1,1,25,1,2008,4,6,0.4,1,Fengtai,116.3350714,39.86982093,2017,11
23,1438,101133,142.19,2,2,1,2,3,18,4,2008,4,6,1,1,Chaoyang,116.4920308,39.93534984,2017,7
34,268,46112,58.12,1,1,1,1,1,27,4,2014,1,6,0.5,1,Daxing,116.3154616,39.66962877,2017,7
107,1145,99350,115.25,3,1,1,2,1,21,3,2004,4,6,0.5,1,Chaoyang,116.3660327,40.01549504,2017,9
191,320,41074,77.91,2,1,1,1,4,21,3,2012,4,6,0.25,1,Changping,116.2302815,40.20866761,2017,12
192,833,115215,72.3,3,1,1,1,3,6,4,1993,4,2,0.333,0,Haidian,116.3078223,40.03181781,2017,12
6,408,77804,52.44,1,1,1,1,0,9,3,1994,3,2,0.167,1,Dongcheng,116.4084528,39.86328623,2017,6
111,540,57295,94.25,2,1,1,1,4,25,1,2007,4,6,0.3,1,Chaoyang,116.4127021,40.04521819,2017,9
30,635,72373,87.74,3,2,1,1,2,6,4,2012,4,6,0.5,1,Chaoyang,116.5326383,39.9643723,2017,7
72,480,61116,78.54,2,1,1,1,0,11,4,2007,3,6,0.25,1,Chaoyang,116.5722852,39.92906463,2017,8
4,455,76729,59.3,2,1,1,1,2,5,4,1965,3,2,0.333,0,Chaoyang,116.4502405,39.93328994,2017,6
134,465,58440,79.57,2,1,1,1,0,16,4,2001,4,6,1,1,Fengtai,116.3405479,39.86859371,2017,10
102,582,55721,104.45,3,1,1,1,1,27,4,2014,3,6,0.5,1,Chaoyang,116.4169643,40.03550355,2017,9
89,460,65528,70.2,2,1,1,1,1,6,4,1997,4,2,0.5,0,Haidian,116.3093143,40.05105596,2017,9
72,806,54004,149.25,3,1,1,2,1,28,1,2000,4,6,0.375,1,Chaoyang,116.4698277,39.90504739,2017,8
72,380,64747,58.69,1,0,1,1,3,32,1,2008,2,6,0.444,1,Chaoyang,116.4075702,40.03714273,2017,8
72,310,33312,93.06,2,1,1,1,2,11,4,2006,3,6,0.333,1,Fangshan,116.1634069,39.75939774,2017,8
142,336,73219,45.89,2,1,1,2,2,16,3,2012,4,6,0.154,1,Daxing,116.3042166,39.76096319,2017,10
88,562,66636,84.34,2,1,1,1,3,6,4,2004,4,6,0.5,0,Haidian,116.202808,39.9184651,2017,9
113,270,58543,46.12,1,0,1,1,4,20,3,2007,3,6,0.5,1,Changping,116.3174858,40.06715093,2017,9
9,194,59601,32.55,1,0,1,1,1,11,3,2006,3,6,0.087,1,Shunyi,116.5480032,40.08791143,2017,6
144,492,72685,67.69,3,1,1,1,2,5,4,1980,3,4,0.333,0,Chaoyang,116.4098904,39.973506,2017,10
11,547,71616,76.38,2,1,1,1,3,26,1,1997,3,6,0.2,1,Chaoyang,116.4091941,40.00093364,2017,6
30,385,64761,59.45,2,1,1,1,1,23,1,1991,4,6,0.25,1,Chaoyang,116.4758896,39.96892529,2017,7
54,320,51053,62.68,1,1,1,1,1,34,4,2014,4,6,0.667,1,Changping,116.3028508,40.06690457,2017,8
172,415,95206,43.59,1,1,1,1,3,16,1,1985,4,6,0.222,1,Haidian,116.3168873,39.96693315,2017,11
99,224,50886,44.02,1,0,1,1,1,26,1,2008,4,6,0.2,1,Fengtai,116.2792828,39.83734081,2017,9
153,670,75852,88.33,2,1,1,1,3,10,4,2010,4,6,0.333,1,Fengtai,116.3764829,39.8432503,2017,11
59,580,27083,214.16,4,2,1,3,0,6,4,2005,4,2,0.5,0,Changping,116.4188366,40.0754141,2017,8
85,480,46789,102.59,2,1,1,1,4,11,1,2006,4,6,0.167,1,Changping,116.3338153,40.08961067,2017,9
107,540,61176,88.27,2,1,1,1,2,12,4,2006,1,6,0.25,1,Fengtai,116.3330229,39.85589364,2017,9
13,685,60454,113.31,2,2,1,1,2,23,1,1997,3,6,0.333,1,Chaoyang,116.3929081,39.96787084,2017,6
91,360,52463,68.62,2,1,1,1,1,27,1,2010,4,6,0.286,1,Chaoyang,116.5997687,39.92731689,2017,9
52,915,97497,93.85,2,1,1,1,1,22,3,2003,3,6,0.4,1,Haidian,116.3152709,39.92690966,2017,7
110,349,44419,78.57,2,1,1,1,0,6,4,1994,3,2,0.333,0,Tongzhou,116.6424653,39.88857198,2017,9
1,630,64609,97.51,2,1,1,1,4,6,4,2004,1,6,0.5,1,Chaoyang,116.5916349,39.92902012,2017,6
64,435,22158,196.32,5,3,1,3,3,7,4,2009,3,2,0.5,0,Changping,116.4165623,40.10358532,2017,8
30,477,89848,53.09,2,1,1,1,2,6,4,1980,4,2,0.333,0,Xicheng,116.3391329,39.88050997,2017,7
50,293.5,47833,61.36,1,1,1,1,3,21,3,2011,3,6,0.167,0,Chaoyang,116.5427693,39.95027738,2017,7
46,300.3,43122,69.64,2,1,1,1,1,6,4,1997,3,2,0.5,0,Fengtai,116.4207178,39.80639684,2017,7
110,310,47329,65.5,2,1,1,1,1,6,4,1998,3,2,0.167,0,Changping,116.4004169,40.04867478,2017,9
24,260,47333,54.93,2,1,1,1,2,6,4,1984,3,2,0.333,0,Daxing,116.3282165,39.73420514,2017,7
131,530,83060,63.81,2,1,1,1,2,28,1,2009,4,6,0.3,1,Dongcheng,116.4428675,39.8910202,2017,10
205,333,52624,63.28,2,1,1,1,2,13,3,1989,3,6,0.2,1,Chaoyang,116.4998007,39.92095251,2017,12
127,755,56462,133.72,2,2,1,2,2,10,3,2008,4,6,0.2,1,Haidian,116.3113659,40.04383595,2017,10
101,417,60122,69.36,3,1,1,1,2,18,1,1989,3,6,0.286,1,Chaoyang,116.4682756,39.87935967,2017,9
33,785,91333,85.95,2,1,1,1,2,19,4,2011,4,6,0.5,1,Chaoyang,116.499894,39.97822731,2017,7
16,418,32487,128.67,4,2,1,2,3,7,4,2000,3,2,0.5,0,Changping,116.4087913,40.06313451,2017,6
33,340,37441,90.81,2,1,1,1,3,15,4,2010,4,6,0.333,1,Fangshan,116.1419859,39.71887577,2017,7
135,360,39289,91.63,2,1,1,1,3,6,4,2000,3,2,0.5,0,Chaoyang,116.5754337,39.92679192,2017,10
56,812,103046,78.8,3,1,1,1,1,6,4,1992,2,2,0.333,0,Haidian,116.3195905,39.95887497,2017,8
76,511,53638,95.27,2,1,1,1,1,8,4,2007,3,6,0.5,0,Changping,116.3174858,40.06715093,2017,8
10,161,54484,29.55,1,0,1,1,3,18,4,2010,1,6,0.167,1,Changping,116.2525742,40.15869014,2017,6
67,390,27473,141.96,3,1,1,2,2,7,4,1996,3,2,0.5,0,Changping,116.4114272,40.11582759,2017,8
113,319,48239,66.13,2,1,1,1,3,6,4,1987,3,2,0.028,0,Chaoyang,116.4782813,39.97101681,2017,10
19,520,37411,139,4,2,1,2,4,20,4,2015,1,6,0.25,0,Tongzhou,116.5820642,39.7704872,2017,6
168,425,78068,54.44,1,0,1,1,3,18,3,2004,3,6,0.167,1,Xicheng,116.3509542,39.87715264,2017,11
75,619,67014,92.37,2,2,1,1,1,17,4,2009,4,6,1,1,Daxing,116.4849702,39.80286118,2017,8
84,800,76504,104.57,2,2,1,2,3,24,4,2014,2,6,0.667,1,Chaoyang,116.4321349,40.05275405,2017,9
78,538,86468,62.22,2,1,1,1,2,6,4,1998,4,2,0.5,0,Fengtai,116.2959514,39.88938487,2017,8
72,290,41643,69.64,2,1,1,1,0,6,4,1997,2,2,0.5,0,Fengtai,116.4207178,39.80639684,2017,8
74,377,75040,50.24,2,1,1,1,2,5,4,1982,3,2,0.333,0,Chaoyang,116.441959,39.94575644,2017,8
53,382.8,48902,78.28,2,1,1,1,1,6,4,1994,1,2,0.333,0,Tongzhou,116.6424653,39.88857198,2017,8
17,233,67206,34.67,1,0,1,1,2,23,1,2008,4,6,0.2,1,Fengtai,116.2792828,39.83734081,2017,6
62,357.5,41570,86,2,2,1,1,2,14,4,2012,4,6,0.667,1,Shunyi,116.6576002,40.18290047,2017,8
17,407.5,44609,91.35,2,2,1,1,2,6,4,2000,3,2,0.5,0,Changping,116.4026977,40.06781353,2017,6
31,404,44129,91.55,2,2,1,1,1,6,4,2000,3,2,0.5,0,Changping,116.4026977,40.06781353,2017,7
31,744,72473,102.66,2,1,1,1,1,25,1,2010,4,6,0.375,1,Chaoyang,116.4636443,39.86868185,2017,7
49,501,55779,89.82,2,1,1,1,0,6,4,2010,3,6,0.5,1,Daxing,116.5150008,39.8224622,2017,7
87,445,60071,74.08,2,1,1,1,1,15,3,1985,3,6,0.286,1,Chaoyang,116.4565587,39.92256404,2017,9
26,540,71657,75.36,2,1,1,1,2,26,1,1997,4,6,0.2,1,Chaoyang,116.4091941,40.00093364,2017,7
72,318,45585,69.76,2,1,1,1,3,26,4,2014,4,6,0.4,1,Daxing,116.3169433,39.67529915,2017,8
18,345,54884,62.86,2,1,1,1,2,6,4,1993,3,2,0.5,0,Shijingshan,116.2120851,39.89736147,2017,6
78,489,54582,89.59,3,1,1,1,4,12,3,1988,3,6,0.333,0,Chaoyang,116.4413022,39.88551947,2017,8
72,950,86854,109.38,2,1,1,2,2,19,3,2003,4,6,0.375,1,Dongcheng,116.4201343,39.95031693,2017,8
34,410,46433,88.3,3,1,1,1,3,18,4,2012,4,6,0.5,1,Fangshan,116.1797896,39.77149489,2017,7
63,416,47554,87.48,3,1,1,1,2,20,4,2008,4,6,0.5,1,Chaoyang,116.5954961,39.92667615,2017,8
142,435,49573,87.75,2,1,1,1,3,18,1,1998,4,6,0.25,1,Shijingshan,116.2139623,39.90022576,2017,10
17,376,69207,54.33,2,1,1,1,2,15,3,1985,3,6,0.333,1,Chaoyang,116.4565587,39.92256404,2017,6
67,550,55294,99.47,3,1,1,1,1,17,3,2010,3,6,0.5,1,Tongzhou,116.6589421,39.86846113,2017,8
96,458,66425,68.95,3,1,1,1,2,5,4,1988,3,2,0.5,0,Chaoyang,116.4488376,39.99236438,2017,9
8,125,38006,32.89,1,0,1,1,2,21,1,2008,3,6,0.2,1,Daxing,116.49578,39.80025737,2017,6
81,430,90470,47.53,1,1,1,1,3,6,4,1992,4,2,0.25,0,Dongcheng,116.4004201,39.95483068,2017,8
38,325,35980,90.33,2,1,1,1,1,12,4,2010,3,6,0.25,1,Fangshan,116.1419859,39.71887577,2017,7
110,235,30094,78.09,2,1,1,1,4,6,4,2002,1,2,0.5,0,Changping,116.2050662,40.21945718,2017,9
91,356,46150,77.14,2,1,1,1,2,6,4,2000,1,2,0.333,0,Changping,116.4186388,40.06431825,2017,9
130,453,49154,92.16,2,1,1,1,0,14,3,1997,3,6,1.5,1,Chaoyang,116.4637342,39.88173303,2017,10
64,427,64541,66.16,1,1,1,1,3,23,3,2004,4,6,0.286,1,Fengtai,116.4194692,39.85492118,2017,8
29,655,57786,113.35,2,2,1,1,2,28,1,2001,3,6,0.25,1,Chaoyang,116.4622644,40.00302574,2017,7
38,205,42780,47.92,2,1,1,1,2,5,4,1980,3,2,0.333,0,Chaoyang,116.587296,40.05005196,2017,7
17,2262,84492,267.72,4,2,1,4,2,7,4,2009,4,6,1,1,Haidian,116.2753171,40.0310332,2017,6
2,850,62740,135.48,3,1,1,2,2,5,4,2003,1,2,0.5,0,Daxing,116.4893287,39.79202715,2017,6
103,473,53647,88.17,2,1,1,1,3,18,1,2009,4,6,0.4,1,Chaoyang,116.5967825,39.89683031,2017,9
42,410,47892,85.61,2,1,1,1,3,6,4,2005,4,2,0.333,0,Chaoyang,116.5537442,39.94976043,2017,7
85,580,46249,125.41,3,1,1,2,2,6,4,2006,4,2,0.5,0,Changping,116.3441731,40.08690965,2017,9
44,900,93682,96.07,3,1,1,1,2,18,1,2002,4,6,0.25,1,Dongcheng,116.4260503,39.89293406,2017,7
25,630,69026,91.27,2,1,1,1,2,15,4,2011,3,6,0.5,1,Daxing,116.336028,39.79243639,2017,7
18,515,58088,88.66,2,2,1,1,1,11,3,2009,4,6,0.333,1,Chaoyang,116.5967825,39.89683031,2017,6
70,300,46839,64.05,2,1,1,1,2,5,4,1983,1,2,0.333,0,Chaoyang,116.5746152,39.90605572,2017,8
89,341,43501,78.39,2,1,1,1,0,29,1,2010,1,6,0.333,1,Chaoyang,116.6000431,39.92816291,2017,9
182,466,68339,68.19,1,0,1,1,1,23,1,2009,4,6,0.304,1,Dongcheng,116.4403028,39.89130046,2017,12
36,300.2,45382,66.15,1,1,1,1,3,6,4,2004,3,2,0.333,0,Changping,116.4125916,40.10494535,2017,7
31,1060,77159,137.38,3,2,1,2,3,13,4,2000,3,6,0.5,1,Chaoyang,116.4867285,39.9120981,2017,7
133,462.3,42394,109.05,2,1,1,1,3,9,3,2002,3,2,0.333,1,Daxing,116.4505114,39.80998208,2017,10
118,433,49250,87.92,2,1,1,1,1,33,3,2013,2,6,0.5,1,Daxing,116.3256466,39.75333878,2017,10
40,275,42011,65.46,2,1,1,1,2,6,4,1998,1,2,0.333,0,Chaoyang,116.5926832,40.04432322,2017,7
30,420,70815,59.31,2,1,1,1,1,18,1,1993,1,6,0.25,1,Fengtai,116.3512449,39.86330839,2017,7
20,499,75940,65.71,1,1,1,1,3,18,3,2009,4,6,0.667,1,Chaoyang,116.4991424,39.89701017,2017,6
138,215,64276,33.45,1,0,1,1,3,28,1,2005,3,6,0.231,1,Fengtai,116.2630946,39.86536566,2017,10
87,450,48315,93.14,2,1,1,1,1,28,3,2014,3,6,0.667,1,Changping,116.3028508,40.06690457,2017,9
61,450,79073,56.91,3,1,1,1,3,6,4,1984,3,2,0.333,0,Xicheng,116.3356422,39.89005653,2017,8
